"오늘, 국회는 새로운 법안을 통과시켰습니다.",<< :국회 :통과시켰다 :새로운_법안 >> :에 :오늘 .,"(a:국회)
(b:법안 {{속성: '새로운'}})
(a)-[:통과시키다 {{시간: '오늘'}}]->(b)","(a:국회)
(b:법안 {{속성: '새로운'}})
(a)-[:통과시키다 {{시간: '오늘'}}]->(b)","(a:국회)
(b:법안 {{속성: '새로운'}})
(a)-[:통과시키다 {{시간: '오늘'}}]->(b)","(a:국회)
(b:법안)
(a)-[:통과시키다 {{시간: '오늘'}}]->(b)",,
철수는 6시에 밥을 먹었다.,"<< :철수 :먹었다 :밥 >> :에 ""6시"" .","(a:사람 {{이름: '철수'}})
(a)-[:먹었다 {{시간: ""6시""}}]->(:밥)","(a:사람 {{이름: '철수'}})
(a)-[:먹다 {{시간: ""6시"", 시제: ""과거""}}]->(:밥)","(a:사람 {{이름: '철수'}})
(b:밥)
(a)-[:먹다 {{시간: ""6시"", 시제: ""과거""}}]->(b)","(a:사람 {{이름: '철수', 특징: '6시에 식사했음'}}",,
"경제 성장이 지속되며, 취업률이 상승하고 있습니다.",,"(a:경제 {{이름: '경제 성장'}})
(a)-[:지속되다]->(:None)
(:취업률)-[:상승하다]->(:None)","(a:경제 {{이름: '경제 성장'}})
(a)-[:지속되다]->(:None)
(:취업률)-[:상승하다]->(:None)","(a:경제 {{이름: '경제 성장'}})
(b:None)
(c:취업률)
(a)-[:지속되다]->(b)
(c)-[:상승하다]->(b)","(a:경제 {{경향: ""성장"", 기간: ""지속적""}})
(b:취업률 {{경향: ""상승""}})
(a)-[:따라서]->(b)",,
"[학원에도 학부모 갑질, 강사들 '속수무책']
“학부모 갑질로 마음의 문을 닫았습니다.“
최근 교사 교권 침해 논란이 커지고 있는 가운데 사교육계에서도 학부모 갑질을 경험해 봤다는 강사들의 목소리가 커지고 있다.
2일 학원 강사 커뮤니케이션에는 학부모와 학생들에게 갑질을 당했다는 다양한 사례의 게시물들이 올라와 있다.
종합학원 A 강사는 “당시 초등학교 6학년 학생들을 맡고 있었다. 그런데 벽 한구석에 나에 관한 성적 낙서가 생기기 시작했고, 얼마 전 한 학생이 성적 수치심을 느끼는 발언을 해 학부모에게 알렸지만 돌아오는 건 정신병자 소리였다”고 토로했다.
이어 “해당 학부모는 우리 아들은 순수한 아이인데 그걸 그런 식으로 해석하냐, 정신병원 가봐야 하는거 아니냐 등의 발언을 했고, 결국 할 수 있는 말은 죄송합니다 뿐이었다. 그 뒤로 기계처럼 마음을 닫고 가르치기만 했다”고 말했다.
또 학원에서 퇴사한다는 B강사는 “학원일 10년 가까이했지만, 이제 정말 한계를 느껴 퇴사하려 한다. 학부모가 갑질하는 건 어느 정도 참겠지만, 학생이 갑질하는 건 정말 참기 힘들다”며 “마음대로 1시간 늦게 오고 보강해달라는 학생, 우리 돈 받으면서 왜 말 안 들어주냐는 학생, 사는 곳 물어보고 집값으로 무시하는 학생 등 정말 많다”고 설명했다.
특히 그는 “사교육은 본인들이 들을 수업만큼 돈을 지불하고 다니는 곳이기 때문에 본인은 갑, 강사는 을이라는 생각이 강한 것 같다”고 했다.
이외에도 악의적인 소문 협박, 무리한 보강 요구, 강사 개인 정보(번호, 주소 등) 요구 등 다양하다.
대전의 한 영어학원 원장 C씨는 “학원은 송사 휘말리면 타격이 매우 크기 때문에 학부모들의 민원 해결에 가장 빠르고 쉬운 방법은 결국 해당 강사를 자르는 것 밖에 없는 상황이다. 몇몇 학부모들은 그것을 알고 악용하는 경우도 있다”며 “공·사교육에서 갑질 등 교권 침해를 줄일 수 있는 대책이 필요하다”고 했다.

출처 : 충청신문(https://www.dailycc.net)",,,,,"(a:학부모:갑질 {{사례: '무리한 보강 요구, 강사 개인 정보 요구', 출처 : '충청신문(https://www.dailycc.net)'}})
(b:강사:교권:침해:논란 {{경향: '증가', 원인: '학부모 갑질 및 학생 갑질', 대처:'강사 해고', 대책: '필요함', 출처 : '충청신문(https://www.dailycc.net)'}})
(d:학생:갑질 {{사례: '성적 낙서, 성적 수치심 발언, 소문 협박, 무리한 보강 요구, 강사 개인 정보 요구', 출처 : '충청신문(https://www.dailycc.net)'}})
(e:교사:교권:침해:논란 {{경향: '증가'}})
(e)-[:따라서]->(b)",,"(a:학부모_갑질)
(b:강사_교권_침해_논란)
(c:학생_갑질)
(d:교사_교권_침해_논란)
(e:AND)
(d)--(b)
(a)-->(:사례 {{내용: '무리한 보강 요구, 강사 개인 정보 요구'}})
(c)-->(:사례 {{내용: '성적 낙서, 성적 수치심 발언, 소문 협박, 무리한 보강 요구, 강사 개인 정보 요구'}})
(b)-->(:대처 {{내용: '강사 해고'}})
(a)--(e)--(c)
(e)-[:따라서]->(b)"
"[김포고등학교, 마약으로부터 안전한 학교 만들기]
학생자치회 학생 및 안전 담당 교사들 ‘NO EXIT’ 챌린지 동참
김포고등학교(교장 강영길)가 지난 27일 마약으로부터 안전한 학교를 만들고, 학생을 보호하기 위한 마약 범죄 예방 ‘NO EXIT’ 챌린지에 동참했다.
경찰청과 마약퇴치운동본부가 주관한 이 챌린지는 ‘출구 없는 미로 NO EXIT, 마약 절대 시작하지 마세요’라는 메시지와 함께 사진 촬영을 하고 다음 주자를 지목하는 방식으로 진행된다. 
김포고는 단순한 챌린지 형식에서 벗어나 학생자치회 학생 및 교직원과 함께 마약 예방을 위한 아침 등굣길 캠페인을 진행하여 눈길을 끌었다.
김포고등학교 강영길 교장은 마약범죄에 대한 경각심과 위험성을 알리는 데 힘쓰겠다는 다짐을 전하며, 다음 챌린지 주자로 사우고등학교 황선숙 교장을 지목했다.

출처 : 김포신문(https://www.igimpo.com)",,,,,"(a:학교 {{이름: '김포고등학교', 교장: '강영길', 진행: '아침 등굣길 마약 예방 캠페인'}})
(b:챌린지 {{이름: 'NO EXIT 챌린지', 목적: '마약으로부터 학교와 학생 보호', 내용: '""출구 없는 미로 NO EXIT, 마약 절대 시작하지 마세요""라는 메시지와 함께 사진 촬영을 하고 다음 주자를 지목', 주관: '경찰청, 마약퇴치운동본부'}})
(a)-[:동참하다 {{지목: '사우고등학교 황선숙 교장'}}]->(b)",,"(a:김포고등학교)
(b:NO_EXIT_챌린지)
(c:아침_등굣길_마약_예방_캠페인)
(a)-->(c)
(a)-->(:교장 {{이름: '강영길'}})
(a)-->(b)
(b)-->(:목적 {{내용: '마약으로부터 학교와 학생 보호'}})
(b)-->(:내용 {{내용: '""출구 없는 미로 NO EXIT, 마약 절대 시작하지 마세요""라는 메시지와 함께 사진 촬영을 하고 다음 주자를 지목'}})
(b)-->(d:주관)
(d)-[:는]-(e:AND)
(:경찰청)--(e)
(:마약퇴치운동본부)--(e)
(b)-->(:다음_주자_지목 {{내용: '사우고등학교 황선숙 교장'}})"
"[내일 입추인데 37도… 온열 질환자 작년보다 47% 급증]

태풍이 열기를 밀어 올리며 입추(立秋)인 8일에도 낮 기온이 37도까지 치솟는 등 전국 대부분 지역이 매우 무덥겠다. 기상청은 8일 햇볕에 기온이 오르고 습도까지 더해 강원 영동과 동해안을 제외한 대부분 지역에서 체감온도가 35도 이상으로 오르겠다고 7일 밝혔다. 기상청은 “온열 질환 발생 가능성이 매우 높으니 수분과 염분을 충분히 섭취하고, 야외 활동을 되도록 자제해야 한다”고 했다.
8일 전국에 가끔 구름이 많고 동해안은 대체로 흐린 가운데 전국 아침 최저기온은 23~27도, 낮 최고기온은 26~37도로 예보됐다. 경기 남동부, 강원 남부 내륙, 충청권, 남부 지방을 중심으로 소나기가 내리는 곳이 있겠다. 예상 강수량은 수도권, 강원 남부 내륙 5~40㎜, 충청·전라·경상권 5~60㎜(전라권 많은 곳 100㎜ 이상) 등이다. 태풍이 북상하며 동풍이 유입되는 강원 영동에는 8일까지 비가 30~80㎜(많은 곳 100㎜ 이상) 내리며 낮 최고기온이 30도 안팎을 보이겠다.
이 기간 소나기가 내리는 지역과 강원 영동에서는 돌풍과 천둥·번개를 동반한 시간당 30㎜ 내외(전라권 중심 30~60㎜)의 매우 강한 비가 오는 곳이 있겠으니 주의해야 한다고 기상청은 밝혔다. 기온은 소나기가 내리며 일시적으로 내려갔다가 비가 그치면 다시 빠르게 올라 무덥겠다.
연일 폭염 특보가 이어지며 전국의 온열 질환자도 급증하고 있다. 질병관리청에 따르면 정부가 ‘폭염 대책 기간’으로 지정한 5월 20일 이후 6일까지 전국 누적 온열 질환자는 1869명으로 작년 동기 대비 599명(47%) 늘었다. 이 기간 온열 질환 사망자도 24명으로 지난해 전체 온열 질환 사망자(9명)의 2배를 넘어섰다. 전국 곳곳에 폭염 특보가 발효된 지난달 29일에는 하루에만 7명이 온열 질환으로 사망했다.
온열 질환은 몸이 장시간 열을 받을 때 발생하는 급성 질환으로 두통과 어지럼증, 근육 경련, 의식 저하 같은 증상이 나타난다. 열사병과 열탈진 등이 대표적 온열 질환이며, 방치할 경우 사망에 이를 수 있다. 특히 열에 대한 신체 적응 능력이 일반 성인보다 떨어지는 고령층은 온열 질환에 더 취약하다. 지난 6일까지 발생한 온열 질환자 중 60세 이상이 39.9%라고 질병청은 밝혔다.

출처: 조선일보(https://www.chosun.com/national/transport-environment/2023/08/07/YDQ7L23EHBG4PP2GIL3G2ZT3TA/)",,,,,"(a:입추 {{날짜: '8일'}})
(b:폭염 {{온도: '8일에도 낮 기온이 37도까지 치솟음', 체감온도: '강원 영동과 동해안을 제외한 대부분 지역에서 체감온도가 35도 이상', 주의: '온열 질환 발생 가능성이 매우 높으니 수분과 염분을 충분히 섭취하고, 야외 활동을 되도록 자제해야'}})
(c:태풍 {{경로: '강원 영동에 동풍, 북상', 예상강수량: '수도권, 강원 남부 내륙 5~40㎜, 충청·전라·경상권 5~60㎜(전라권 많은 곳 100㎜ 이상), 강원 영동 30~80㎜(많은 곳 100㎜ 이상)', 주의: '이 기간 소나기가 내리는 지역과 강원 영동에서는 돌풍과 천둥·번개를 동반한 시간당 30㎜ 내외(전라권 중심 30~60㎜)의 매우 강한 비'}})
(d:온열질환 {{경향: '급증', 정의: '몸이 장시간 열을 받을 때 발생하는 급성 질환', 증상: '두통, 어지럼증, 근육 경련, 의식 저하', 대표질환: '열사병, 열탈진', 취약계층: '열에 대한 신체 적응 능력이 일반 성인보다 떨어지는 고령층'}})",,"(a:입추)
(b:폭염)
(c:태풍)
(d:온열질환)
(a)-->(:날짜 {{내용: '8일'}})
(b)-->(:온도 {{내용: '8일에도 낮 기온이 37도까지 치솟음'}})
(b)-->(:체감_온도 {{내용: '강원 영동과 동해안을 제외한 대부분 지역에서 체감온도가 35도 이상'}})
(b)-->(:대처 {{내용: '온열 질환 발생 가능성이 매우 높으니 수분과 염분을 충분히 섭취하고, 야외 활동을 되도록 자제해야'}})
(c)-->(:경로 {{내용: '강원 영동에 동풍, 북상'}})
(c)-->(:예상강수량 {{내용: '수도권, 강원 남부 내륙 5~40㎜, 충청·전라·경상권 5~60㎜(전라권 많은 곳 100㎜ 이상), 강원 영동 30~80㎜(많은 곳 100㎜ 이상), 소나기가 내리는 지역과 강원 영동에서는 돌풍과 천둥·번개를 동반한 시간당 30㎜ 내외(전라권 중심 30~60㎜)의 매우 강한 비'}})
(d)-->(e:급증)
(e)-->(:전국_누적_온열_질환자 {{측정기간: '폭염 대책 기간', 올해: '1869명', 작년대비증가: '599명(47%)'}})
(e)-->(:전국_온열_사망자 {{측정기간: '폭염 대책 기간', 올해: '24명', 작년대비증가: '2배 이상'}})
(d)-->(:정의 {{내용: '몸이 장시간 열을 받을 때 발생하는 급성 질환'}})
(d)-->(f:증상)
(f)-[:는]-(g:OR)
(:두통)--(g)
(:어지럼증)--(g)
(:근육_경련)--(g)
(:의식_저하)--(g)
(d)-->(:열사병)
(d)-->(:열탈진)
(d)-->(:고령층_취약)
(b)-[:따라서]->(d)"
국제적 긴장 상태가 고조되고 있습니다.,,,,,,,
기업 A가 새로운 혁신적 제품을 출시했습니다.,,,,,,,
미국과 중국의 무역 분쟁이 길어지고 있습니다.,,,,,,,
주요 스포츠 대회에서 국가대표팀이 우승했습니다.,,,,,,,
의료 기술의 발전으로 인한 치료법 개선이 기대됩니다.,,,,,,,
자연재해로 인한 피해가 극심하게 발생하고 있습니다.,,,,,,,
